month	depth	latitude	longitude	fe	no3	po4	si	time
1	0.49402538	21.75	119.25	0.00042444805	0.106818706	0.122825265	2.793377	2023-01-01
1	0.49402538	21.75	119.5	0.00041033543	0.09192158	0.12076589	2.735924	2023-01-01
1	0.49402538	21.75	119.75	0.00038941577	0.09377344	0.12027419	2.6711078	2023-01-01
1	0.49402538	21.75	120.0	0.00037343433	0.10646705	0.11919986	2.6435518	2023-01-01
1	0.49402538	21.75	120.25	0.00037669746	0.10944635	0.11820212	2.6576111	2023-01-01
1	0.49402538	21.75	120.5	0.000400514	0.11474523	0.12056521	2.6814609	2023-01-01
1	0.49402538	21.75	120.75	0.00044255436	0.099503025	0.12589508	2.7140384	2023-01-01
1	0.49402538	21.75	121.0	0.00041950645	0.07753729	0.1035624	2.843349	2023-01-01
1	0.49402538	21.75	121.25	0.0003221226	0.04019905	0.08081677	2.846229	2023-01-01
1	0.49402538	21.75	121.5	0.00025398377	0.02551149	0.07429819	2.8097136	2023-01-01
1	0.49402538	21.75	121.75	0.00022239603	0.029986912	0.07392533	2.8218982	2023-01-01
1	0.49402538	21.75	122.0	0.00020813543	0.03606964	0.07391356	2.8431125	2023-01-01
1	0.49402538	21.75	122.25	0.00019704866	0.028745532	0.07192623	2.8584113	2023-01-01
1	0.49402538	21.75	122.5	0.00018834617	0.020118285	0.069611855	2.8730168	2023-01-01
1	0.49402538	21.75	122.75	0.00018010617	0.020784695	0.06870923	2.9045224	2023-01-01
1	0.49402538	21.75	123.0	0.00017200923	0.016025621	0.06632371	2.941341	2023-01-01
1	0.49402538	22.0	119.25	0.000390518	0.15128398	0.12232925	2.7303667	2023-01-01
1	0.49402538	22.0	119.5	0.0003692595	0.12104389	0.1169223	2.6276681	2023-01-01
1	0.49402538	22.0	119.75	0.00035031204	0.12406762	0.11299003	2.5998642	2023-01-01
1	0.49402538	22.0	120.0	0.00034623314	0.13713938	0.11121772	2.6216059	2023-01-01
1	0.49402538	22.0	120.25	0.00038243015	0.11598333	0.10986266	2.6328187	2023-01-01
1	0.49402538	22.0	120.5	0.00047232205	0.10942064	0.10698148	2.6265912	2023-01-01
1	0.49402538	22.0	121.0	0.00045985245	0.10263591	0.10953602	2.7838087	2023-01-01
1	0.49402538	22.0	121.25	0.00032691937	0.055052523	0.08525149	2.8361833	2023-01-01
1	0.49402538	22.0	121.5	0.0002414709	0.05554904	0.07679795	2.8331563	2023-01-01
1	0.49402538	22.0	121.75	0.00022781984	0.06791046	0.07843268	2.8728886	2023-01-01
1	0.49402538	22.0	122.0	0.00021547337	0.070549175	0.07806687	2.89883	2023-01-01
1	0.49402538	22.0	122.25	0.00020264443	0.055727184	0.074623555	2.9018989	2023-01-01
1	0.49402538	22.0	122.5	0.00018995718	0.039851766	0.071220964	2.917377	2023-01-01
1	0.49402538	22.0	122.75	0.00018132402	0.027252393	0.06713505	2.9396236	2023-01-01
1	0.49402538	22.0	123.0	0.00017383703	0.024986826	0.06401825	2.9755948	2023-01-01
1	0.49402538	22.25	119.25	0.0003761915	0.17594612	0.12379636	2.7302938	2023-01-01
1	0.49402538	22.25	119.5	0.0003589353	0.1544491	0.11837755	2.6319594	2023-01-01
1	0.49402538	22.25	119.75	0.00034131118	0.13978904	0.11369923	2.5831318	2023-01-01
1	0.49402538	22.25	120.0	0.00034348737	0.127171	0.112020016	2.6000834	2023-01-01
1	0.49402538	22.25	120.25	0.00048215478	0.100879066	0.10748617	2.6426558	2023-01-01
1	0.49402538	22.25	120.5	0.0010569845	0.0770539	0.09825663	2.663861	2023-01-01
1	0.49402538	22.25	121.0	0.00055653194	0.12625489	0.11217367	2.770044	2023-01-01
1	0.49402538	22.25	121.25	0.00036934408	0.078715414	0.094899245	2.809501	2023-01-01
1	0.49402538	22.25	121.5	0.00028365094	0.07192047	0.08461716	2.8282	2023-01-01
1	0.49402538	22.25	121.75	0.0002608186	0.072720714	0.08222806	2.84382	2023-01-01
1	0.49402538	22.25	122.0	0.00023877165	0.0818136	0.08074772	2.9003084	2023-01-01
1	0.49402538	22.25	122.25	0.00021609358	0.081856385	0.07808536	2.9334655	2023-01-01
1	0.49402538	22.25	122.5	0.00019782655	0.06379688	0.072680354	2.9620585	2023-01-01
1	0.49402538	22.25	122.75	0.00018492399	0.04449276	0.066325784	2.971839	2023-01-01
1	0.49402538	22.25	123.0	0.00017797077	0.04219364	0.06477931	2.9954312	2023-01-01
1	0.49402538	22.5	119.25	0.0004022367	0.2439335	0.1290213	3.0843408	2023-01-01
1	0.49402538	22.5	119.5	0.00037330046	0.17632124	0.12061756	2.8216162	2023-01-01
1	0.49402538	22.5	119.75	0.00035460386	0.11334802	0.1125654	2.6573105	2023-01-01
1	0.49402538	22.5	120.0	0.00036347518	0.10903832	0.11086689	2.6623983	2023-01-01
1	0.49402538	22.5	120.25	0.0008938134	0.129323	0.106118895	2.7784314	2023-01-01
1	0.49402538	22.5	120.5	0.0018885836	0.105216876	0.09577234	2.8528757	2023-01-01
1	0.49402538	22.5	121.0	0.00066402357	0.16215429	0.114033714	2.7995276	2023-01-01
1	0.49402538	22.5	121.25	0.00047593875	0.11227045	0.10307506	2.7950282	2023-01-01
1	0.49402538	22.5	121.5	0.00035490052	0.10759492	0.095201485	2.8182244	2023-01-01
1	0.49402538	22.5	121.75	0.00030402292	0.10430339	0.09029396	2.8334775	2023-01-01
1	0.49402538	22.5	122.0	0.00026792637	0.096582636	0.08512385	2.8779674	2023-01-01
1	0.49402538	22.5	122.25	0.00022858588	0.09707084	0.08078632	2.9409685	2023-01-01
1	0.49402538	22.5	122.5	0.00020409071	0.08152392	0.073650286	2.97673	2023-01-01
1	0.49402538	22.5	122.75	0.00018871916	0.060790386	0.06748822	2.9887886	2023-01-01
1	0.49402538	22.5	123.0	0.00018247069	0.06344465	0.06720595	3.0036168	2023-01-01
1	0.49402538	22.75	119.25	0.0004771279	0.45029867	0.1435469	3.6543095	2023-01-01
1	0.49402538	22.75	119.5	0.00039473004	0.30299675	0.12824881	3.100916	2023-01-01
1	0.49402538	22.75	119.75	0.00037095675	0.14072953	0.11242151	2.7476263	2023-01-01
1	0.49402538	22.75	120.0	0.00047385506	0.20156729	0.11457319	2.8570247	2023-01-01
1	0.49402538	22.75	121.25	0.0006154226	0.21916497	0.112141624	2.8735633	2023-01-01
1	0.49402538	22.75	121.5	0.0004560165	0.20693497	0.10757516	2.8732488	2023-01-01
1	0.49402538	22.75	121.75	0.00035830098	0.17088173	0.100372426	2.8575175	2023-01-01
1	0.49402538	22.75	122.0	0.00029464264	0.1323113	0.09149138	2.8751264	2023-01-01
1	0.49402538	22.75	122.25	0.00023731482	0.121934704	0.08417159	2.9351408	2023-01-01
1	0.49402538	22.75	122.5	0.00020382093	0.10024361	0.07547876	2.9757543	2023-01-01
1	0.49402538	22.75	122.75	0.00018943971	0.08819139	0.069775924	2.9906373	2023-01-01
1	0.49402538	22.75	123.0	0.0001807687	0.102934256	0.06901961	3.014738	2023-01-01
1	0.49402538	23.0	119.25	0.00063229585	0.4355157	0.13943343	3.78232	2023-01-01
1	0.49402538	23.0	119.5	0.0006367409	0.527163	0.14146078	3.545984	2023-01-01
1	0.49402538	23.0	119.75	0.000530428	0.30309242	0.11793208	3.003119	2023-01-01
1	0.49402538	23.0	120.0	0.0010606376	0.37222597	0.11750297	3.3077054	2023-01-01
1	0.49402538	23.0	121.5	0.00057149783	0.32539397	0.11890773	2.986353	2023-01-01
1	0.49402538	23.0	121.75	0.0004178582	0.2466454	0.11013529	2.9151974	2023-01-01
1	0.49402538	23.0	122.0	0.000320572	0.17530589	0.09802429	2.893898	2023-01-01
1	0.49402538	23.0	122.25	0.00024447482	0.15021887	0.08774609	2.9379911	2023-01-01
1	0.49402538	23.0	122.5	0.00020488778	0.124220684	0.07811579	2.9686918	2023-01-01
1	0.49402538	23.0	122.75	0.0001872779	0.124019966	0.072098084	2.996126	2023-01-01
1	0.49402538	23.0	123.0	0.00017377429	0.12355451	0.066877365	3.0578213	2023-01-01
1	0.49402538	23.25	119.25	0.0008656683	0.2471878	0.1260917	4.0555925	2023-01-01
1	0.49402538	23.25	119.5	0.0014713053	0.26549178	0.12890044	4.019019	2023-01-01
1	0.49402538	23.25	119.75	0.0009051808	0.6521869	0.14015889	3.7756014	2023-01-01
1	0.49402538	23.25	120.0	0.0021131318	0.19838147	0.082915254	4.727004	2023-01-01
1	0.49402538	23.25	121.5	0.0006900253	0.3426594	0.118418984	3.0446892	2023-01-01
1	0.49402538	23.25	121.75	0.00044662913	0.28484592	0.11324112	2.975309	2023-01-01
1	0.49402538	23.25	122.0	0.00033393287	0.22339463	0.10346921	2.9359033	2023-01-01
1	0.49402538	23.25	122.25	0.00024773862	0.18663143	0.09151274	2.953428	2023-01-01
1	0.49402538	23.25	122.5	0.00020823389	0.16763301	0.082263365	2.9760287	2023-01-01
1	0.49402538	23.25	122.75	0.00017855484	0.13255927	0.06965312	3.0382748	2023-01-01
1	0.49402538	23.25	123.0	0.00016681728	0.10113048	0.061431974	3.1239524	2023-01-01
1	0.49402538	23.5	119.25	0.0010554653	0.2497337	0.12809628	4.6923246	2023-01-01
1	0.49402538	23.5	119.5	0.0014052645	0.36701676	0.13481855	4.826711	2023-01-01
1	0.49402538	23.5	119.75	0.0012041044	1.5527344	0.20656353	5.762165	2023-01-01
1	0.49402538	23.5	120.0	0.0022000563	0.2276022	0.06845835	5.4745307	2023-01-01
1	0.49402538	23.5	121.75	0.00047964638	0.29458058	0.112510644	3.017348	2023-01-01
1	0.49402538	23.5	122.0	0.00034084485	0.24941877	0.10540926	2.9685047	2023-01-01
1	0.49402538	23.5	122.25	0.00024956057	0.2169644	0.09417906	2.9673004	2023-01-01
1	0.49402538	23.5	122.5	0.0002062012	0.19801971	0.083118305	2.9983525	2023-01-01
1	0.49402538	23.5	122.75	0.00017043098	0.122659504	0.065186515	3.0945067	2023-01-01
1	0.49402538	23.5	123.0	0.00016372383	0.077805325	0.057363644	3.1503458	2023-01-01
1	0.49402538	23.75	119.25	0.0011668834	0.3911866	0.13464233	5.3129125	2023-01-01
1	0.49402538	23.75	119.5	0.0012767264	0.7491781	0.14489831	5.725069	2023-01-01
1	0.49402538	23.75	119.75	0.0013540646	1.4362487	0.19349326	6.1285396	2023-01-01
1	0.49402538	23.75	120.0	0.0019205079	0.3019892	0.0616417	5.4933386	2023-01-01
1	0.49402538	23.75	121.75	0.00051652803	0.2932811	0.11101045	3.0258353	2023-01-01
1	0.49402538	23.75	122.0	0.00034075388	0.2612414	0.10516308	2.9799223	2023-01-01
1	0.49402538	23.75	122.25	0.0002476239	0.24385417	0.095203005	2.9832106	2023-01-01
1	0.49402538	23.75	122.5	0.00019808227	0.19632244	0.08006822	3.028614	2023-01-01
1	0.49402538	23.75	122.75	0.0001662446	0.10675624	0.06182844	3.1164472	2023-01-01
1	0.49402538	23.75	123.0	0.00016315664	0.07034837	0.05600026	3.1470919	2023-01-01
1	0.49402538	24.0	119.25	0.0012260814	0.37622738	0.12613201	5.475559	2023-01-01
1	0.49402538	24.0	119.5	0.0013067712	0.62834364	0.11724259	5.799549	2023-01-01
1	0.49402538	24.0	119.75	0.001383553	0.7423359	0.11084524	5.84487	2023-01-01
1	0.49402538	24.0	120.0	0.001583662	0.31396902	0.050754253	5.649309	2023-01-01
1	0.49402538	24.0	120.25	0.002033205	0.2139393	0.026845187	5.5712614	2023-01-01
1	0.49402538	24.0	121.75	0.0005864467	0.2948329	0.1089474	3.030952	2023-01-01
1	0.49402538	24.0	122.0	0.00034428074	0.2654179	0.10491049	2.9779031	2023-01-01
1	0.49402538	24.0	122.25	0.00024561078	0.25355005	0.09500313	2.9884295	2023-01-01
