month	depth	latitude	longitude	nppv	o2	time
1	0.49402538	21.75	119.25	17.949917	209.23468	2022-01-01
1	0.49402538	21.75	119.5	17.383694	208.96909	2022-01-01
1	0.49402538	21.75	119.75	16.777603	208.88327	2022-01-01
1	0.49402538	21.75	120.0	16.398277	208.90198	2022-01-01
1	0.49402538	21.75	120.25	16.490082	208.96861	2022-01-01
1	0.49402538	21.75	120.5	15.810099	209.10008	2022-01-01
1	0.49402538	21.75	120.75	12.41909	208.97446	2022-01-01
1	0.49402538	21.75	121.0	13.692954	208.01552	2022-01-01
1	0.49402538	21.75	121.25	9.296921	207.44608	2022-01-01
1	0.49402538	21.75	121.5	8.254645	207.90613	2022-01-01
1	0.49402538	21.75	121.75	11.620316	208.276	2022-01-01
1	0.49402538	21.75	122.0	13.402955	208.62427	2022-01-01
1	0.49402538	21.75	122.25	14.633595	209.01038	2022-01-01
1	0.49402538	21.75	122.5	14.657649	209.6514	2022-01-01
1	0.49402538	21.75	122.75	13.548705	210.31744	2022-01-01
1	0.49402538	21.75	123.0	12.279156	210.64851	2022-01-01
1	0.49402538	22.0	119.25	17.75062	209.3605	2022-01-01
1	0.49402538	22.0	119.5	17.243544	209.03055	2022-01-01
1	0.49402538	22.0	119.75	16.704124	208.91382	2022-01-01
1	0.49402538	22.0	120.0	16.99317	208.97212	2022-01-01
1	0.49402538	22.0	120.25	17.381025	209.43417	2022-01-01
1	0.49402538	22.0	120.5	17.156265	210.38966	2022-01-01
1	0.49402538	22.0	121.0	16.69862	209.11069	2022-01-01
1	0.49402538	22.0	121.25	11.661104	207.9035	2022-01-01
1	0.49402538	22.0	121.5	10.225584	208.21245	2022-01-01
1	0.49402538	22.0	121.75	13.982402	208.39336	2022-01-01
1	0.49402538	22.0	122.0	14.9466	208.73218	2022-01-01
1	0.49402538	22.0	122.25	16.019905	209.0979	2022-01-01
1	0.49402538	22.0	122.5	15.42727	210.13185	2022-01-01
1	0.49402538	22.0	122.75	14.89932	210.74869	2022-01-01
1	0.49402538	22.0	123.0	13.889826	210.5379	2022-01-01
1	0.49402538	22.25	119.25	17.51647	209.92752	2022-01-01
1	0.49402538	22.25	119.5	18.100018	209.63504	2022-01-01
1	0.49402538	22.25	119.75	18.226429	209.53877	2022-01-01
1	0.49402538	22.25	120.0	18.76007	209.75674	2022-01-01
1	0.49402538	22.25	120.25	20.400433	210.8118	2022-01-01
1	0.49402538	22.25	120.5	18.41643	211.30167	2022-01-01
1	0.49402538	22.25	121.0	17.181469	209.80075	2022-01-01
1	0.49402538	22.25	121.25	15.671749	208.31583	2022-01-01
1	0.49402538	22.25	121.5	13.08241	208.32834	2022-01-01
1	0.49402538	22.25	121.75	14.072742	208.53098	2022-01-01
1	0.49402538	22.25	122.0	14.952031	208.84708	2022-01-01
1	0.49402538	22.25	122.25	15.714965	209.14833	2022-01-01
1	0.49402538	22.25	122.5	15.272072	210.37222	2022-01-01
1	0.49402538	22.25	122.75	14.837109	210.7242	2022-01-01
1	0.49402538	22.25	123.0	14.010405	210.40887	2022-01-01
1	0.49402538	22.5	119.25	16.605515	211.7289	2022-01-01
1	0.49402538	22.5	119.5	16.311628	211.06833	2022-01-01
1	0.49402538	22.5	119.75	20.168734	211.13657	2022-01-01
1	0.49402538	22.5	120.0	21.370712	211.36801	2022-01-01
1	0.49402538	22.5	120.25	23.082893	212.55733	2022-01-01
1	0.49402538	22.5	120.5	17.792192	212.45325	2022-01-01
1	0.49402538	22.5	121.0	15.327087	209.76363	2022-01-01
1	0.49402538	22.5	121.25	18.44244	209.13829	2022-01-01
1	0.49402538	22.5	121.5	16.047878	208.98444	2022-01-01
1	0.49402538	22.5	121.75	16.902271	209.07494	2022-01-01
1	0.49402538	22.5	122.0	16.135693	208.97845	2022-01-01
1	0.49402538	22.5	122.25	15.484599	208.92065	2022-01-01
1	0.49402538	22.5	122.5	14.962009	210.11346	2022-01-01
1	0.49402538	22.5	122.75	14.293607	210.69621	2022-01-01
1	0.49402538	22.5	123.0	13.478989	210.47496	2022-01-01
1	0.49402538	22.75	119.25	23.32703	213.88809	2022-01-01
1	0.49402538	22.75	119.5	14.954044	212.98306	2022-01-01
1	0.49402538	22.75	119.75	18.839376	212.90948	2022-01-01
1	0.49402538	22.75	120.0	22.849165	213.0824	2022-01-01
1	0.49402538	22.75	121.25	19.281746	210.29398	2022-01-01
1	0.49402538	22.75	121.5	18.28457	209.75912	2022-01-01
1	0.49402538	22.75	121.75	19.170427	209.53471	2022-01-01
1	0.49402538	22.75	122.0	16.994057	209.09026	2022-01-01
1	0.49402538	22.75	122.25	15.764553	208.92332	2022-01-01
1	0.49402538	22.75	122.5	14.879153	210.14822	2022-01-01
1	0.49402538	22.75	122.75	13.844336	210.8691	2022-01-01
1	0.49402538	22.75	123.0	13.361245	210.64285	2022-01-01
1	0.49402538	23.0	119.25	36.780247	215.83319	2022-01-01
1	0.49402538	23.0	119.5	24.0543	214.84926	2022-01-01
1	0.49402538	23.0	119.75	21.642365	213.81631	2022-01-01
1	0.49402538	23.0	120.0	23.272709	216.0427	2022-01-01
1	0.49402538	23.0	121.5	20.46945	209.75859	2022-01-01
1	0.49402538	23.0	121.75	19.113733	209.4498	2022-01-01
1	0.49402538	23.0	122.0	16.89136	209.33047	2022-01-01
1	0.49402538	23.0	122.25	15.47107	209.48056	2022-01-01
1	0.49402538	23.0	122.5	14.205693	210.81828	2022-01-01
1	0.49402538	23.0	122.75	13.205406	211.03957	2022-01-01
1	0.49402538	23.0	123.0	12.814355	210.65948	2022-01-01
1	0.49402538	23.25	119.25	31.403065	217.62434	2022-01-01
1	0.49402538	23.25	119.5	17.110886	220.95465	2022-01-01
1	0.49402538	23.25	119.75	21.742363	215.72188	2022-01-01
1	0.49402538	23.25	120.0	31.672762	224.10597	2022-01-01
1	0.49402538	23.25	121.5	15.672076	209.42947	2022-01-01
1	0.49402538	23.25	121.75	18.340992	209.36995	2022-01-01
1	0.49402538	23.25	122.0	16.52488	209.73273	2022-01-01
1	0.49402538	23.25	122.25	14.894025	210.51828	2022-01-01
1	0.49402538	23.25	122.5	13.72733	211.4277	2022-01-01
1	0.49402538	23.25	122.75	12.929078	211.09077	2022-01-01
1	0.49402538	23.25	123.0	12.499096	210.72456	2022-01-01
1	0.49402538	23.5	119.25	29.743893	220.02657	2022-01-01
1	0.49402538	23.5	119.5	16.385635	222.50925	2022-01-01
1	0.49402538	23.5	119.75	21.125578	211.77997	2022-01-01
1	0.49402538	23.5	120.0	54.310894	225.76302	2022-01-01
1	0.49402538	23.5	121.75	18.076036	209.34447	2022-01-01
1	0.49402538	23.5	122.0	16.498474	210.22627	2022-01-01
1	0.49402538	23.5	122.25	14.760938	211.40166	2022-01-01
1	0.49402538	23.5	122.5	14.019487	211.77069	2022-01-01
1	0.49402538	23.5	122.75	13.493078	211.37585	2022-01-01
1	0.49402538	23.5	123.0	13.252846	211.32993	2022-01-01
1	0.49402538	23.75	119.25	35.307472	221.40611	2022-01-01
1	0.49402538	23.75	119.5	33.2621	221.66284	2022-01-01
1	0.49402538	23.75	119.75	37.362312	213.91919	2022-01-01
1	0.49402538	23.75	120.0	55.263405	226.97694	2022-01-01
1	0.49402538	23.75	121.75	19.16343	209.23412	2022-01-01
1	0.49402538	23.75	122.0	16.361538	210.65717	2022-01-01
1	0.49402538	23.75	122.25	14.817208	211.93489	2022-01-01
1	0.49402538	23.75	122.5	14.222527	212.2779	2022-01-01
1	0.49402538	23.75	122.75	13.543548	212.18465	2022-01-01
1	0.49402538	23.75	123.0	13.383255	212.26791	2022-01-01
1	0.49402538	24.0	119.25	35.296448	222.94041	2022-01-01
1	0.49402538	24.0	119.5	45.978676	220.88979	2022-01-01
1	0.49402538	24.0	119.75	65.046776	218.78255	2022-01-01
1	0.49402538	24.0	120.0	63.63887	225.45436	2022-01-01
1	0.49402538	24.0	120.25	67.16994	229.46988	2022-01-01
1	0.49402538	24.0	121.75	20.36662	209.1426	2022-01-01
1	0.49402538	24.0	122.0	16.244957	210.56679	2022-01-01
1	0.49402538	24.0	122.25	14.442465	212.14145	2022-01-01
1	0.49402538	24.0	122.5	13.78035	212.65976	2022-01-01
1	0.49402538	24.0	122.75	12.761829	212.548	2022-01-01
1	0.49402538	24.0	123.0	13.125355	212.82489	2022-01-01
1	0.49402538	24.25	119.25	35.126663	224.73868	2022-01-01
1	0.49402538	24.25	119.5	58.85944	225.77264	2022-01-01
1	0.49402538	24.25	119.75	54.500137	228.71008	2022-01-01
1	0.49402538	24.25	120.0	51.085083	229.06744	2022-01-01
1	0.49402538	24.25	120.25	46.660763	228.98837	2022-01-01
1	0.49402538	24.25	121.75	18.015423	208.67863	2022-01-01
1	0.49402538	24.25	122.0	19.204704	209.91394	2022-01-01
1	0.49402538	24.25	122.25	14.25847	211.84462	2022-01-01
1	0.49402538	24.25	122.5	13.005478	212.73434	2022-01-01
1	0.49402538	24.25	122.75	12.416128	212.6907	2022-01-01
1	0.49402538	24.25	123.0	12.392199	213.29305	2022-01-01
1	0.49402538	24.5	119.25	34.447933	232.76463	2022-01-01
1	0.49402538	24.5	119.5	40.11922	228.66208	2022-01-01
1	0.49402538	24.5	119.75	40.35926	231.21375	2022-01-01
1	0.49402538	24.5	120.0	36.108643	232.86317	2022-01-01
1	0.49402538	24.5	120.25	35.50556	231.46289	2022-01-01
