month	depth	latitude	longitude	chl	phyc	time
1	0.49402538	21.75	119.25	0.5254382	2.1239965	2024-01-01
1	0.49402538	21.75	119.5	0.5584893	2.3477118	2024-01-01
1	0.49402538	21.75	119.75	0.58202577	2.5667071	2024-01-01
1	0.49402538	21.75	120.0	0.5365436	2.4285989	2024-01-01
1	0.49402538	21.75	120.25	0.41004393	1.9319743	2024-01-01
1	0.49402538	21.75	120.5	0.3580295	1.6336728	2024-01-01
1	0.49402538	21.75	120.75	0.36716938	1.6534866	2024-01-01
1	0.49402538	21.75	121.0	0.3282157	1.5164211	2024-01-01
1	0.49402538	21.75	121.25	0.27705103	1.3922536	2024-01-01
1	0.49402538	21.75	121.5	0.24916616	1.3011088	2024-01-01
1	0.49402538	21.75	121.75	0.21214843	1.2124273	2024-01-01
1	0.49402538	21.75	122.0	0.16053744	1.1131968	2024-01-01
1	0.49402538	21.75	122.25	0.12968935	1.0574751	2024-01-01
1	0.49402538	21.75	122.5	0.13245484	1.0544859	2024-01-01
1	0.49402538	21.75	122.75	0.15547287	1.0929549	2024-01-01
1	0.49402538	21.75	123.0	0.18260245	1.1238682	2024-01-01
1	0.49402538	22.0	119.25	0.54202807	2.1958594	2024-01-01
1	0.49402538	22.0	119.5	0.5449364	2.2501156	2024-01-01
1	0.49402538	22.0	119.75	0.5083747	2.2179337	2024-01-01
1	0.49402538	22.0	120.0	0.4386893	1.9639852	2024-01-01
1	0.49402538	22.0	120.25	0.36708856	1.6558089	2024-01-01
1	0.49402538	22.0	120.5	0.37027243	1.6197637	2024-01-01
1	0.49402538	22.0	121.0	0.3890123	1.6413599	2024-01-01
1	0.49402538	22.0	121.25	0.33978865	1.5175507	2024-01-01
1	0.49402538	22.0	121.5	0.31006923	1.4410045	2024-01-01
1	0.49402538	22.0	121.75	0.26513785	1.3179002	2024-01-01
1	0.49402538	22.0	122.0	0.19195212	1.1776227	2024-01-01
1	0.49402538	22.0	122.25	0.1363299	1.0766853	2024-01-01
1	0.49402538	22.0	122.5	0.13717228	1.0697836	2024-01-01
1	0.49402538	22.0	122.75	0.15981093	1.1084428	2024-01-01
1	0.49402538	22.0	123.0	0.19113582	1.139446	2024-01-01
1	0.49402538	22.25	119.25	0.57299584	2.3898103	2024-01-01
1	0.49402538	22.25	119.5	0.5581087	2.3093033	2024-01-01
1	0.49402538	22.25	119.75	0.50243586	2.0973794	2024-01-01
1	0.49402538	22.25	120.0	0.43391702	1.8393425	2024-01-01
1	0.49402538	22.25	120.25	0.37744245	1.6788721	2024-01-01
1	0.49402538	22.25	120.5	0.36502054	1.738565	2024-01-01
1	0.49402538	22.25	121.0	0.40921694	1.6553006	2024-01-01
1	0.49402538	22.25	121.25	0.36350772	1.5612749	2024-01-01
1	0.49402538	22.25	121.5	0.33855364	1.495644	2024-01-01
1	0.49402538	22.25	121.75	0.2947409	1.3793869	2024-01-01
1	0.49402538	22.25	122.0	0.21655634	1.2340711	2024-01-01
1	0.49402538	22.25	122.25	0.14671305	1.1025497	2024-01-01
1	0.49402538	22.25	122.5	0.14154151	1.0813761	2024-01-01
1	0.49402538	22.25	122.75	0.16358419	1.1158601	2024-01-01
1	0.49402538	22.25	123.0	0.19275802	1.1452534	2024-01-01
1	0.49402538	22.5	119.25	0.6138861	2.5314486	2024-01-01
1	0.49402538	22.5	119.5	0.55936205	2.377754	2024-01-01
1	0.49402538	22.5	119.75	0.51279193	2.1931133	2024-01-01
1	0.49402538	22.5	120.0	0.43882036	1.9037452	2024-01-01
1	0.49402538	22.5	120.25	0.41038793	1.9359256	2024-01-01
1	0.49402538	22.5	120.5	0.3715722	1.9066739	2024-01-01
1	0.49402538	22.5	121.0	0.40694445	1.7222958	2024-01-01
1	0.49402538	22.5	121.25	0.37310567	1.5814676	2024-01-01
1	0.49402538	22.5	121.5	0.35153514	1.5138917	2024-01-01
1	0.49402538	22.5	121.75	0.31850478	1.4206625	2024-01-01
1	0.49402538	22.5	122.0	0.23328938	1.2655034	2024-01-01
1	0.49402538	22.5	122.25	0.15632069	1.1260124	2024-01-01
1	0.49402538	22.5	122.5	0.1461571	1.0923426	2024-01-01
1	0.49402538	22.5	122.75	0.16677879	1.1218563	2024-01-01
1	0.49402538	22.5	123.0	0.19035092	1.1499597	2024-01-01
1	0.49402538	22.75	119.25	0.60740805	2.4534926	2024-01-01
1	0.49402538	22.75	119.5	0.5233363	2.2300482	2024-01-01
1	0.49402538	22.75	119.75	0.49281594	2.1250274	2024-01-01
1	0.49402538	22.75	120.0	0.44963768	1.9853493	2024-01-01
1	0.49402538	22.75	121.25	0.39395466	1.6456939	2024-01-01
1	0.49402538	22.75	121.5	0.38107356	1.5844024	2024-01-01
1	0.49402538	22.75	121.75	0.34401056	1.4785001	2024-01-01
1	0.49402538	22.75	122.0	0.25681838	1.3105539	2024-01-01
1	0.49402538	22.75	122.25	0.16943027	1.1546736	2024-01-01
1	0.49402538	22.75	122.5	0.15258421	1.1071093	2024-01-01
1	0.49402538	22.75	122.75	0.16971216	1.1302501	2024-01-01
1	0.49402538	22.75	123.0	0.1899384	1.1592441	2024-01-01
1	0.49402538	23.0	119.25	0.61923754	2.5305505	2024-01-01
1	0.49402538	23.0	119.5	0.5686645	2.308392	2024-01-01
1	0.49402538	23.0	119.75	0.5406664	2.1940353	2024-01-01
1	0.49402538	23.0	120.0	0.55860424	2.4158247	2024-01-01
1	0.49402538	23.0	121.5	0.40226215	1.6514049	2024-01-01
1	0.49402538	23.0	121.75	0.36036703	1.5145266	2024-01-01
1	0.49402538	23.0	122.0	0.27807635	1.3520043	2024-01-01
1	0.49402538	23.0	122.25	0.187457	1.1908833	2024-01-01
1	0.49402538	23.0	122.5	0.16221131	1.1311322	2024-01-01
1	0.49402538	23.0	122.75	0.17399772	1.1440907	2024-01-01
1	0.49402538	23.0	123.0	0.19100812	1.1736801	2024-01-01
1	0.49402538	23.25	119.25	0.59444976	2.5247622	2024-01-01
1	0.49402538	23.25	119.5	0.44019094	2.1736925	2024-01-01
1	0.49402538	23.25	119.75	0.57048076	2.29204	2024-01-01
1	0.49402538	23.25	120.0	0.5425151	2.8353825	2024-01-01
1	0.49402538	23.25	121.5	0.4124175	1.6765946	2024-01-01
1	0.49402538	23.25	121.75	0.37605193	1.5455279	2024-01-01
1	0.49402538	23.25	122.0	0.29899794	1.3888677	2024-01-01
1	0.49402538	23.25	122.25	0.21094505	1.2333107	2024-01-01
1	0.49402538	23.25	122.5	0.17745213	1.1656041	2024-01-01
1	0.49402538	23.25	122.75	0.18165997	1.1644409	2024-01-01
1	0.49402538	23.25	123.0	0.19422077	1.1829364	2024-01-01
1	0.49402538	23.5	119.25	0.57727236	2.2852428	2024-01-01
1	0.49402538	23.5	119.5	0.5549684	2.5514452	2024-01-01
1	0.49402538	23.5	119.75	0.63739425	2.510771	2024-01-01
1	0.49402538	23.5	120.0	0.5595045	2.9698462	2024-01-01
1	0.49402538	23.5	121.75	0.3934622	1.5924053	2024-01-01
1	0.49402538	23.5	122.0	0.323097	1.4333574	2024-01-01
1	0.49402538	23.5	122.25	0.24043885	1.2827561	2024-01-01
1	0.49402538	23.5	122.5	0.19843812	1.2080463	2024-01-01
1	0.49402538	23.5	122.75	0.195303	1.1956334	2024-01-01
1	0.49402538	23.5	123.0	0.20386676	1.1963862	2024-01-01
1	0.49402538	23.75	119.25	0.62976575	2.377053	2024-01-01
1	0.49402538	23.75	119.5	0.7452085	2.8765082	2024-01-01
1	0.49402538	23.75	119.75	0.7080628	2.639129	2024-01-01
1	0.49402538	23.75	120.0	0.64559793	2.8248267	2024-01-01
1	0.49402538	23.75	121.75	0.4111703	1.6529522	2024-01-01
