month	depth	latitude	longitude	fe	no3	po4	si	time
1	0.49402538	21.75	119.25	0.00019400594	0.19388372	0.121563405	2.9705858	2025-01-01
1	0.49402538	21.75	119.5	0.00018326653	0.18392882	0.11841506	2.9553096	2025-01-01
1	0.49402538	21.75	119.75	0.00017945346	0.17127217	0.11763057	2.937638	2025-01-01
1	0.49402538	21.75	120.0	0.00017935873	0.17020543	0.119130716	2.9223309	2025-01-01
1	0.49402538	21.75	120.25	0.00018510802	0.16763937	0.12197121	2.8954775	2025-01-01
1	0.49402538	21.75	120.5	0.00020531815	0.1644405	0.12735987	2.8399475	2025-01-01
1	0.49402538	21.75	120.75	0.00030823945	0.1539127	0.13069591	2.7704036	2025-01-01
1	0.49402538	21.75	121.0	0.00029555542	0.16474818	0.13551173	2.8022301	2025-01-01
1	0.49402538	21.75	121.25	0.00028737632	0.14199434	0.13380642	2.7860718	2025-01-01
1	0.49402538	21.75	121.5	0.00026976256	0.1331847	0.13175917	2.7949362	2025-01-01
1	0.49402538	21.75	121.75	0.00024439552	0.14762779	0.13125913	2.8305876	2025-01-01
1	0.49402538	21.75	122.0	0.00021260108	0.1631683	0.12568618	2.9560938	2025-01-01
1	0.49402538	21.75	122.25	0.00017528515	0.1458349	0.10724732	3.1876316	2025-01-01
1	0.49402538	21.75	122.5	0.00014993039	0.1138728	0.0925779	3.3110514	2025-01-01
1	0.49402538	21.75	122.75	0.00014341118	0.112362936	0.09121975	3.3100963	2025-01-01
1	0.49402538	21.75	123.0	0.00014180032	0.107131116	0.09177551	3.2952297	2025-01-01
1	0.49402538	22.0	119.25	0.00023000591	0.1801112	0.13001578	2.8985987	2025-01-01
1	0.49402538	22.0	119.5	0.00022231674	0.17008755	0.12666759	2.8874733	2025-01-01
1	0.49402538	22.0	119.75	0.00021954256	0.15651459	0.12489346	2.8687625	2025-01-01
1	0.49402538	22.0	120.0	0.0002205993	0.14996065	0.1254601	2.848652	2025-01-01
1	0.49402538	22.0	120.25	0.00022892262	0.14252955	0.1273592	2.814764	2025-01-01
1	0.49402538	22.0	120.5	0.00028475167	0.121208124	0.12951232	2.7336097	2025-01-01
1	0.49402538	22.0	121.0	0.00029099343	0.22433025	0.14353703	2.9652553	2025-01-01
1	0.49402538	22.0	121.25	0.0002805965	0.1447204	0.1337898	2.8336465	2025-01-01
1	0.49402538	22.0	121.5	0.00027870608	0.13568497	0.1325466	2.8204365	2025-01-01
1	0.49402538	22.0	121.75	0.00026234656	0.14085874	0.13222216	2.8206525	2025-01-01
1	0.49402538	22.0	122.0	0.00023555991	0.15770853	0.1292453	2.8957992	2025-01-01
1	0.49402538	22.0	122.25	0.00019601693	0.16418305	0.11487309	3.0951788	2025-01-01
1	0.49402538	22.0	122.5	0.00016052986	0.1315137	0.09989474	3.235456	2025-01-01
1	0.49402538	22.0	122.75	0.0001430269	0.12275516	0.09324673	3.3051872	2025-01-01
1	0.49402538	22.0	123.0	0.0001399601	0.123661324	0.09470589	3.2938201	2025-01-01
1	0.49402538	22.25	119.25	0.00033948326	0.16146845	0.13750131	2.7519464	2025-01-01
1	0.49402538	22.25	119.5	0.00032924925	0.15332954	0.13567652	2.7456536	2025-01-01
1	0.49402538	22.25	119.75	0.00032338817	0.13819356	0.13419409	2.7303078	2025-01-01
1	0.49402538	22.25	120.0	0.00030512325	0.120804764	0.13301489	2.7203624	2025-01-01
1	0.49402538	22.25	120.25	0.00030916135	0.106018186	0.13145667	2.6911943	2025-01-01
1	0.49402538	22.25	120.5	0.0005378459	0.06681752	0.12598452	2.6137812	2025-01-01
1	0.49402538	22.25	121.0	0.00030672576	0.25135753	0.14321163	2.9958181	2025-01-01
1	0.49402538	22.25	121.25	0.00028424	0.1944778	0.13690811	2.9114323	2025-01-01
1	0.49402538	22.25	121.5	0.00027764848	0.18956514	0.13534358	2.9034872	2025-01-01
1	0.49402538	22.25	121.75	0.0002662625	0.16638125	0.1341888	2.872799	2025-01-01
1	0.49402538	22.25	122.0	0.0002485281	0.16608843	0.13194637	2.8915238	2025-01-01
1	0.49402538	22.25	122.25	0.0002136399	0.17010573	0.12019005	3.0402658	2025-01-01
1	0.49402538	22.25	122.5	0.00017605936	0.17210849	0.10832237	3.1802623	2025-01-01
1	0.49402538	22.25	122.75	0.00014917679	0.15524508	0.09886925	3.2842698	2025-01-01
1	0.49402538	22.25	123.0	0.00014045324	0.13753252	0.09762768	3.2912645	2025-01-01
1	0.49402538	22.5	119.25	0.00047972973	0.21961124	0.13863073	2.66646	2025-01-01
1	0.49402538	22.5	119.5	0.00043311092	0.16540302	0.13344277	2.6182	2025-01-01
1	0.49402538	22.5	119.75	0.00041463922	0.12771907	0.13166685	2.6010125	2025-01-01
1	0.49402538	22.5	120.0	0.00038124688	0.10141375	0.13092294	2.6167219	2025-01-01
1	0.49402538	22.5	120.25	0.00044549254	0.08821143	0.1279962	2.5975287	2025-01-01
1	0.49402538	22.5	120.5	0.00093984196	0.04858633	0.12083716	2.5447187	2025-01-01
1	0.49402538	22.5	121.0	0.00037683742	0.23485082	0.14030637	2.9960048	2025-01-01
1	0.49402538	22.5	121.25	0.00032521243	0.22392331	0.13916154	2.9746118	2025-01-01
1	0.49402538	22.5	121.5	0.0002938946	0.20853473	0.13655928	2.9397528	2025-01-01
1	0.49402538	22.5	121.75	0.00027427185	0.18752375	0.13540773	2.8980668	2025-01-01
1	0.49402538	22.5	122.0	0.0002569191	0.18815169	0.1339434	2.906146	2025-01-01
1	0.49402538	22.5	122.25	0.00022627038	0.19176719	0.12570228	3.008912	2025-01-01
1	0.49402538	22.5	122.5	0.00018885673	0.20285493	0.1152809	3.1414783	2025-01-01
