month	depth	latitude	longitude	fe	no3	po4	si	time
1	0.49402538	21.75	119.25	0.00027981668	0.074911214	0.11594284	2.7252078	2024-01-01
1	0.49402538	21.75	119.5	0.00029306056	0.07973884	0.11850529	2.8361015	2024-01-01
1	0.49402538	21.75	119.75	0.00030309826	0.07022613	0.11486642	2.8701854	2024-01-01
1	0.49402538	21.75	120.0	0.00029067814	0.07618139	0.10737203	2.9288204	2024-01-01
1	0.49402538	21.75	120.25	0.0002533855	0.07077763	0.09451244	2.957571	2024-01-01
1	0.49402538	21.75	120.5	0.00022790454	0.0646053	0.08956246	2.9428735	2024-01-01
1	0.49402538	21.75	120.75	0.00027304518	0.06312848	0.09141487	2.9039996	2024-01-01
1	0.49402538	21.75	121.0	0.00023726773	0.060007256	0.086333774	2.9328926	2024-01-01
1	0.49402538	21.75	121.25	0.0001993015	0.04545665	0.07893362	2.9608395	2024-01-01
1	0.49402538	21.75	121.5	0.0001814037	0.03705725	0.07530202	2.9764142	2024-01-01
1	0.49402538	21.75	121.75	0.00016877757	0.026915427	0.07106891	2.9984093	2024-01-01
1	0.49402538	21.75	122.0	0.00014872961	0.017336061	0.065614775	2.9941638	2024-01-01
1	0.49402538	21.75	122.25	0.00012083629	0.01034438	0.06173943	2.9365814	2024-01-01
1	0.49402538	21.75	122.5	0.000111891	0.0100804325	0.061888978	2.9060357	2024-01-01
1	0.49402538	21.75	122.75	0.00011351401	0.011980929	0.06122926	2.9252093	2024-01-01
1	0.49402538	21.75	123.0	0.00012493979	0.016067045	0.06003909	3.0361428	2024-01-01
1	0.49402538	22.0	119.25	0.0003063949	0.11429213	0.11626362	2.7786794	2024-01-01
1	0.49402538	22.0	119.5	0.0002933453	0.08986665	0.11376361	2.8371592	2024-01-01
1	0.49402538	22.0	119.75	0.00028659689	0.06575854	0.10644782	2.875337	2024-01-01
1	0.49402538	22.0	120.0	0.00026961075	0.06661789	0.09805111	2.927312	2024-01-01
1	0.49402538	22.0	120.25	0.00024723797	0.06036162	0.090935625	2.9271529	2024-01-01
1	0.49402538	22.0	120.5	0.00028962575	0.059727762	0.09323867	2.876415	2024-01-01
1	0.49402538	22.0	121.0	0.00032150833	0.07195522	0.093524955	2.8723862	2024-01-01
1	0.49402538	22.0	121.25	0.0002434263	0.06066774	0.08662717	2.9212818	2024-01-01
1	0.49402538	22.0	121.5	0.00020817366	0.059144694	0.0820415	2.951429	2024-01-01
1	0.49402538	22.0	121.75	0.0001869634	0.046655968	0.07676368	2.9769204	2024-01-01
1	0.49402538	22.0	122.0	0.00015727444	0.026782997	0.069057584	2.984801	2024-01-01
1	0.49402538	22.0	122.25	0.00012141701	0.011817205	0.06241556	2.9248698	2024-01-01
1	0.49402538	22.0	122.5	0.00011172918	0.011526796	0.06213717	2.9017966	2024-01-01
1	0.49402538	22.0	122.75	0.00011507016	0.013091248	0.06109416	2.9495041	2024-01-01
1	0.49402538	22.0	123.0	0.00012816527	0.0178566	0.059664823	3.0723138	2024-01-01
