depth	latitude	longitude	chl	phyc	time
13.467138	23.75	120.0	1.6419458	7.0577717	2023-02-01
13.467138	23.75	121.75	0.55427885	2.1321664	2023-02-01
13.467138	23.75	122.0	0.52421623	2.0177214	2023-02-01
13.467138	23.75	122.25	0.51465535	1.9663107	2023-02-01
13.467138	23.75	122.5	0.50668436	1.9743559	2023-02-01
13.467138	23.75	122.75	0.45586643	1.8431491	2023-02-01
13.467138	23.75	123.0	0.42073244	1.7128567	2023-02-01
13.467138	24.0	119.25	1.5146121	5.4411488	2023-02-01
13.467138	24.0	119.5	2.0164616	6.896767	2023-02-01
13.467138	24.0	119.75	2.0439377	7.053615	2023-02-01
13.467138	24.0	120.0	2.03946	7.644311	2023-02-01
13.467138	24.0	120.25	1.7164084	7.6665807	2023-02-01
13.467138	24.0	121.75	0.5917798	2.3606546	2023-02-01
13.467138	24.0	122.0	0.5472047	2.076042	2023-02-01
13.467138	24.0	122.25	0.5191076	1.9641492	2023-02-01
13.467138	24.0	122.5	0.48841065	1.9386933	2023-02-01
13.467138	24.0	122.75	0.42971325	1.7498889	2023-02-01
13.467138	24.0	123.0	0.4002641	1.6788132	2023-02-01
13.467138	24.25	119.25	1.5016588	5.489869	2023-02-01
13.467138	24.25	119.5	1.9093486	6.897445	2023-02-01
13.467138	24.25	119.75	1.974616	7.343586	2023-02-01
13.467138	24.25	120.0	2.0189564	7.5031953	2023-02-01
13.467138	24.25	120.25	1.8618401	7.2438145	2023-02-01
13.467138	24.25	121.75	0.6130771	2.3438845	2023-02-01
13.467138	24.25	122.0	0.58730036	2.1985416	2023-02-01
13.467138	24.25	122.25	0.5376404	1.9991374	2023-02-01
13.467138	24.25	122.5	0.4770568	1.89434	2023-02-01
13.467138	24.25	122.75	0.41205245	1.6956422	2023-02-01
13.467138	24.25	123.0	0.3950652	1.6640769	2023-02-01
13.467138	24.5	119.25	1.6141623	5.925681	2023-02-01
13.467138	24.5	119.5	1.7084929	6.125332	2023-02-01
13.467138	24.5	119.75	1.8110237	6.495322	2023-02-01
13.467138	24.5	120.0	1.8443573	6.6072893	2023-02-01
13.467138	24.5	120.25	1.8383766	6.645688	2023-02-01
13.467138	24.5	120.5	1.7234373	6.7890854	2023-02-01
13.467138	24.5	122.0	0.610922	2.2826602	2023-02-01
13.467138	24.5	122.25	0.57812095	2.1192808	2023-02-01
13.467138	24.5	122.5	0.49431765	1.9191831	2023-02-01
13.467138	24.5	122.75	0.41549003	1.6936541	2023-02-01
13.467138	24.5	123.0	0.38770473	1.6356798	2023-02-01
13.467138	24.75	119.25	1.9119287	7.5802402	2023-02-01
13.467138	24.75	119.5	1.8117797	6.656315	2023-02-01
13.467138	24.75	119.75	1.8950038	6.812513	2023-02-01
13.467138	24.75	120.0	1.826494	6.69897	2023-02-01
13.467138	24.75	120.25	1.7948495	6.472594	2023-02-01
13.467138	24.75	120.5	1.8054032	6.4148426	2023-02-01
13.467138	24.75	120.75	1.7308896	6.712988	2023-02-01
13.467138	24.75	122.0	0.685244	2.6151514	2023-02-01
13.467138	24.75	122.25	0.63500196	2.2953086	2023-02-01
13.467138	24.75	122.5	0.54391754	2.0297222	2023-02-01
13.467138	24.75	122.75	0.44860208	1.781841	2023-02-01
13.467138	24.75	123.0	0.4182836	1.687365	2023-02-01
13.467138	25.0	119.25	1.6883013	8.403841	2023-02-01
13.467138	25.0	119.5	1.6367664	7.1538935	2023-02-01
13.467138	25.0	119.75	1.7381737	6.8420277	2023-02-01
13.467138	25.0	120.0	1.7085087	6.617488	2023-02-01
13.467138	25.0	120.25	1.7342144	6.5106745	2023-02-01
13.467138	25.0	120.5	1.7898045	6.415977	2023-02-01
13.467138	25.0	120.75	1.8014133	6.3342166	2023-02-01
13.467138	25.0	122.0	0.8373747	3.2674131	2023-02-01
13.467138	25.0	122.25	0.7141144	2.5823517	2023-02-01
13.467138	25.0	122.5	0.59465015	2.1449947	2023-02-01
13.467138	25.0	122.75	0.5119043	1.9561425	2023-02-01
13.467138	25.0	123.0	0.46706918	1.8187046	2023-02-01
13.467138	25.25	119.5	1.5256565	8.312482	2023-02-01
13.467138	25.25	119.75	1.5027051	6.9031625	2023-02-01
13.467138	25.25	120.0	1.5239522	6.3008194	2023-02-01
13.467138	25.25	120.25	1.5569359	6.1889997	2023-02-01
13.467138	25.25	120.5	1.6661863	6.2623453	2023-02-01
13.467138	25.25	120.75	1.7500501	6.1784577	2023-02-01
13.467138	25.25	121.0	1.7681916	6.4083533	2023-02-01
13.467138	25.25	121.25	1.7503228	6.7469077	2023-02-01
13.467138	25.25	121.5	1.4060254	6.676087	2023-02-01
13.467138	25.25	121.75	1.2196126	5.0280256	2023-02-01
13.467138	25.25	122.0	0.9616266	3.7520576	2023-02-01
13.467138	25.25	122.25	0.7758883	2.8155022	2023-02-01
13.467138	25.25	122.5	0.6284046	2.2270823	2023-02-01
13.467138	25.25	122.75	0.5572151	2.0386477	2023-02-01
13.467138	25.25	123.0	0.5162941	1.9395353	2023-02-01
13.467138	25.5	120.0	1.5935972	6.6824923	2023-02-01
13.467138	25.5	120.25	1.5444148	6.1698804	2023-02-01
13.467138	25.5	120.5	1.620767	6.161409	2023-02-01
13.467138	25.5	120.75	1.6873896	6.136503	2023-02-01
13.467138	25.5	121.0	1.6463876	6.0371666	2023-02-01
13.467138	25.5	121.25	1.6231785	5.975218	2023-02-01
13.467138	25.5	121.5	1.472396	5.3955665	2023-02-01
13.467138	25.5	121.75	1.1350578	4.3730526	2023-02-01
13.467138	25.5	122.0	0.91705966	3.448893	2023-02-01
13.467138	25.5	122.25	0.7731546	2.7554677	2023-02-01
13.467138	25.5	122.5	0.64882827	2.2742736	2023-02-01
13.467138	25.5	122.75	0.58129174	2.0603056	2023-02-01
13.467138	25.5	123.0	0.5535269	1.9888055	2023-02-01
15.810073	21.75	119.25	0.42101064	1.9003108	2023-02-01
15.810073	21.75	119.5	0.40448436	1.823375	2023-02-01
15.810073	21.75	119.75	0.37290698	1.7488568	2023-02-01
15.810073	21.75	120.0	0.34738052	1.6741126	2023-02-01
15.810073	21.75	120.25	0.3593461	1.7126555	2023-02-01
15.810073	21.75	120.5	0.39768082	1.839134	2023-02-01
15.810073	21.75	120.75	0.39694828	1.772752	2023-02-01
15.810073	21.75	121.0	0.34590793	1.6715297	2023-02-01
15.810073	21.75	121.25	0.29636657	1.5580585	2023-02-01
15.810073	21.75	121.5	0.2773381	1.4786252	2023-02-01
15.810073	21.75	121.75	0.29326648	1.5025015	2023-02-01
15.810073	21.75	122.0	0.30222893	1.490772	2023-02-01
15.810073	21.75	122.25	0.29799244	1.44907	2023-02-01
15.810073	21.75	122.5	0.27800524	1.3873197	2023-02-01
15.810073	21.75	122.75	0.26106742	1.3485543	2023-02-01
15.810073	21.75	123.0	0.24340889	1.3015035	2023-02-01
15.810073	22.0	119.25	0.41450542	1.8360189	2023-02-01
15.810073	22.0	119.5	0.39418644	1.7618296	2023-02-01
15.810073	22.0	119.75	0.36216065	1.7003944	2023-02-01
15.810073	22.0	120.0	0.38628805	1.798827	2023-02-01
15.810073	22.0	120.25	0.42447948	1.9910654	2023-02-01
15.810073	22.0	120.5	0.43996096	2.1362028	2023-02-01
15.810073	22.0	121.0	0.4070239	1.8936508	2023-02-01
15.810073	22.0	121.25	0.33556804	1.6372433	2023-02-01
15.810073	22.0	121.5	0.30439803	1.5405931	2023-02-01
15.810073	22.0	121.75	0.3461827	1.6640503	2023-02-01
15.810073	22.0	122.0	0.36018148	1.6755166	2023-02-01
15.810073	22.0	122.25	0.3613299	1.63331	2023-02-01
15.810073	22.0	122.5	0.33493763	1.5462246	2023-02-01
15.810073	22.0	122.75	0.29774934	1.439053	2023-02-01
15.810073	22.0	123.0	0.2690727	1.3613068	2023-02-01
15.810073	22.25	119.25	0.47195286	1.9847069	2023-02-01
15.810073	22.25	119.5	0.45393997	1.933593	2023-02-01
15.810073	22.25	119.75	0.4451288	1.9392415	2023-02-01
15.810073	22.25	120.0	0.47312456	2.091527	2023-02-01
15.810073	22.25	120.25	0.482333	2.3404062	2023-02-01
15.810073	22.25	120.5	0.4239254	2.3453083	2023-02-01
15.810073	22.25	121.0	0.47703773	2.1335928	2023-02-01
15.810073	22.25	121.25	0.4037531	1.8212602	2023-02-01
15.810073	22.25	121.5	0.3716239	1.717829	2023-02-01
15.810073	22.25	121.75	0.37850085	1.7339907	2023-02-01
15.810073	22.25	122.0	0.3888807	1.7551304	2023-02-01
15.810073	22.25	122.25	0.39434066	1.7447343	2023-02-01
15.810073	22.25	122.5	0.38147447	1.6928747	2023-02-01
15.810073	22.25	122.75	0.34086108	1.5488805	2023-02-01
15.810073	22.25	123.0	0.3011552	1.4237821	2023-02-01
15.810073	22.5	119.25	0.6551064	2.48666	2023-02-01
15.810073	22.5	119.5	0.56732655	2.2417045	2023-02-01
15.810073	22.5	119.75	0.5526849	2.3571835	2023-02-01
15.810073	22.5	120.0	0.54512256	2.4751382	2023-02-01
15.810073	22.5	120.25	0.5180026	2.781074	2023-02-01
15.810073	22.5	120.5	0.44826293	2.8280544	2023-02-01
15.810073	22.5	121.0	0.54905003	2.3475723	2023-02-01
15.810073	22.5	121.25	0.4970792	2.096935	2023-02-01
15.810073	22.5	121.5	0.4673426	2.018232	2023-02-01
15.810073	22.5	121.75	0.4804412	2.005523	2023-02-01
15.810073	22.5	122.0	0.4763036	1.9828613	2023-02-01
15.810073	22.5	122.25	0.4512719	1.9006672	2023-02-01
15.810073	22.5	122.5	0.42113763	1.7974315	2023-02-01
15.810073	22.5	122.75	0.38575858	1.6694129	2023-02-01
15.810073	22.5	123.0	0.34339356	1.5201793	2023-02-01
15.810073	22.75	119.25	0.9772696	3.5371637	2023-02-01
15.810073	22.75	119.5	0.69885874	2.5890431	2023-02-01
15.810073	22.75	119.75	0.62358445	2.5983596	2023-02-01
15.810073	22.75	120.0	0.61780685	2.8216329	2023-02-01
15.810073	22.75	121.25	0.5785958	2.379025	2023-02-01
15.810073	22.75	121.5	0.59053814	2.343872	2023-02-01
15.810073	22.75	121.75	0.5819799	2.2341197	2023-02-01
15.810073	22.75	122.0	0.5467169	2.153205	2023-02-01
15.810073	22.75	122.25	0.5030179	2.012679	2023-02-01
15.810073	22.75	122.5	0.4547607	1.8518956	2023-02-01
15.810073	22.75	122.75	0.4249407	1.7436881	2023-02-01
15.810073	22.75	123.0	0.39007372	1.6302472	2023-02-01
15.810073	23.0	119.25	1.2583227	4.773851	2023-02-01
15.810073	23.0	119.5	1.1212461	4.0596943	2023-02-01
15.810073	23.0	119.75	0.8403909	3.4057183	2023-02-01
15.810073	23.0	120.0	0.7779486	3.6323812	2023-02-01
15.810073	23.0	121.5	0.6163049	2.3574839	2023-02-01
15.810073	23.0	121.75	0.57541025	2.1743367	2023-02-01
15.810073	23.0	122.0	0.5274458	2.075925	2023-02-01
15.810073	23.0	122.25	0.49719447	1.9681079	2023-02-01
15.810073	23.0	122.5	0.47018006	1.8598874	2023-02-01
15.810073	23.0	122.75	0.45445397	1.7891254	2023-02-01
15.810073	23.0	123.0	0.43201032	1.7376785	2023-02-01
15.810073	23.25	119.25	1.3462136	5.3995943	2023-02-01
15.810073	23.25	119.5	1.0588875	5.0486593	2023-02-01
15.810073	23.25	119.75	1.043216	4.158419	2023-02-01
15.810073	23.25	120.0	1.0764619	5.8726635	2023-02-01
15.810073	23.25	121.5	0.58554053	2.2631493	2023-02-01
15.810073	23.25	121.75	0.5336808	2.0609846	2023-02-01
15.810073	23.25	122.0	0.49983865	1.9796376	2023-02-01
15.810073	23.25	122.25	0.4886975	1.9307005	2023-02-01
15.810073	23.25	122.5	0.4827474	1.8826379	2023-02-01
15.810073	23.25	122.75	0.48602614	1.8795655	2023-02-01
15.810073	23.25	123.0	0.45323634	1.8089468	2023-02-01
15.810073	23.5	119.25	1.3558398	5.203333	2023-02-01
15.810073	23.5	119.5	1.277341	5.9337997	2023-02-01
15.810073	23.5	119.75	1.1842351	4.6093836	2023-02-01
15.810073	23.5	120.0	1.4371624	7.3567324	2023-02-01
15.810073	23.5	121.75	0.5277358	2.0393229	2023-02-01
15.810073	23.5	122.0	0.50861096	1.9825265	2023-02-01
15.810073	23.5	122.25	0.5038161	1.9517456	2023-02-01
15.810073	23.5	122.5	0.49830276	1.916328	2023-02-01
15.810073	23.5	122.75	0.48269823	1.9223126	2023-02-01
15.810073	23.5	123.0	0.44404987	1.7774168	2023-02-01
15.810073	23.75	119.25	1.4949524	5.401571	2023-02-01
15.810073	23.75	119.5	1.7405074	6.394649	2023-02-01
15.810073	23.75	119.75	1.5686584	5.495706	2023-02-01
15.810073	23.75	120.0	1.6401957	7.039854	2023-02-01
15.810073	23.75	121.75	0.5553931	2.1260247	2023-02-01
15.810073	23.75	122.0	0.5253072	2.015759	2023-02-01
15.810073	23.75	122.25	0.5150588	1.9643248	2023-02-01
15.810073	23.75	122.5	0.5071404	1.9712042	2023-02-01
15.810073	23.75	122.75	0.45670396	1.8418443	2023-02-01
15.810073	23.75	123.0	0.42167595	1.7121046	2023-02-01
15.810073	24.0	119.25	1.5153685	5.4369774	2023-02-01
15.810073	24.0	119.5	2.0135825	6.875574	2023-02-01
15.810073	24.0	119.75	2.025227	6.982833	2023-02-01
15.810073	24.0	120.0	2.033303	7.6095314	2023-02-01
15.810073	24.0	120.25	1.7145929	7.628475	2023-02-01
15.810073	24.0	121.75	0.59239155	2.3484442	2023-02-01
15.810073	24.0	122.0	0.5481273	2.0718493	2023-02-01
15.810073	24.0	122.25	0.5195348	1.9617174	2023-02-01
15.810073	24.0	122.5	0.48891732	1.9351467	2023-02-01
15.810073	24.0	122.75	0.43032855	1.7491515	2023-02-01
15.810073	24.0	123.0	0.40082943	1.677903	2023-02-01
15.810073	24.25	119.25	1.5028505	5.4867997	2023-02-01
15.810073	24.25	119.5	1.9063058	6.8799086	2023-02-01
15.810073	24.25	119.75	1.9734523	7.338293	2023-02-01
15.810073	24.25	120.0	2.0189373	7.498063	2023-02-01
15.810073	24.25	120.25	1.8613892	7.239047	2023-02-01
15.810073	24.25	121.75	0.60948604	2.3181574	2023-02-01
15.810073	24.25	122.0	0.5869158	2.187992	2023-02-01
15.810073	24.25	122.25	0.5379895	1.9955812	2023-02-01
15.810073	24.25	122.5	0.4775897	1.8914196	2023-02-01
15.810073	24.25	122.75	0.4125563	1.6949412	2023-02-01
15.810073	24.25	123.0	0.3954174	1.6631391	2023-02-01
15.810073	24.5	119.25	1.6121004	5.9025807	2023-02-01
15.810073	24.5	119.5	1.7071083	6.114326	2023-02-01
15.810073	24.5	119.75	1.8115177	6.4929833	2023-02-01
15.810073	24.5	120.0	1.8457425	6.606334	2023-02-01
15.810073	24.5	120.25	1.8389001	6.642559	2023-02-01
15.810073	24.5	120.5	1.724843	6.787949	2023-02-01
15.810073	24.5	122.0	0.60800767	2.2602265	2023-02-01
15.810073	24.5	122.25	0.5780142	2.112999	2023-02-01
15.810073	24.5	122.5	0.49476004	1.9167073	2023-02-01
15.810073	24.5	122.75	0.41582876	1.6921624	2023-02-01
15.810073	24.5	123.0	0.38791066	1.6352048	2023-02-01
15.810073	24.75	119.25	1.9005911	7.454797	2023-02-01
15.810073	24.75	119.5	1.8101279	6.6149964	2023-02-01
15.810073	24.75	119.75	1.8937867	6.783679	2023-02-01
15.810073	24.75	120.0	1.829337	6.680826	2023-02-01
15.810073	24.75	120.25	1.798114	6.461857	2023-02-01
15.810073	24.75	120.5	1.8073281	6.4094415	2023-02-01
15.810073	24.75	120.75	1.728269	6.6858435	2023-02-01
15.810073	24.75	122.0	0.68212223	2.589651	2023-02-01
15.810073	24.75	122.25	0.6344025	2.2872038	2023-02-01
15.810073	24.75	122.5	0.5439342	2.0266526	2023-02-01
15.810073	24.75	122.75	0.4490798	1.7799984	2023-02-01
15.810073	24.75	123.0	0.41864276	1.6859742	2023-02-01
15.810073	25.0	119.25	1.6941423	8.341445	2023-02-01
15.810073	25.0	119.5	1.6503335	7.104661	2023-02-01
15.810073	25.0	119.75	1.7473865	6.799108	2023-02-01
15.810073	25.0	120.0	1.721645	6.593652	2023-02-01
15.810073	25.0	120.25	1.7480296	6.4844546	2023-02-01
15.810073	25.0	120.5	1.798598	6.3993425	2023-02-01
15.810073	25.0	120.75	1.8025342	6.32581	2023-02-01
15.810073	25.0	122.0	0.8303978	3.2085552	2023-02-01
15.810073	25.0	122.25	0.71333206	2.5657215	2023-02-01
15.810073	25.0	122.5	0.59421563	2.140175	2023-02-01
15.810073	25.0	122.75	0.5120071	1.9542682	2023-02-01
15.810073	25.0	123.0	0.46719116	1.8170917	2023-02-01
15.810073	25.25	119.75	1.5145731	6.8762035	2023-02-01
15.810073	25.25	120.0	1.5375648	6.288459	2023-02-01
15.810073	25.25	120.25	1.5768449	6.1688795	2023-02-01
15.810073	25.25	120.5	1.6841156	6.235795	2023-02-01
15.810073	25.25	120.75	1.7583022	6.168412	2023-02-01
15.810073	25.25	121.0	1.773754	6.3841076	2023-02-01
15.810073	25.25	121.25	1.7376353	6.628775	2023-02-01
15.810073	25.25	121.5	1.4010253	6.608136	2023-02-01
15.810073	25.25	121.75	1.2088847	4.900234	2023-02-01
15.810073	25.25	122.0	0.95506656	3.6718225	2023-02-01
15.810073	25.25	122.25	0.7752329	2.7915874	2023-02-01
15.810073	25.25	122.5	0.6279396	2.2207482	2023-02-01
15.810073	25.25	122.75	0.5570589	2.0363002	2023-02-01
15.810073	25.25	123.0	0.5162876	1.937985	2023-02-01
15.810073	25.5	120.0	1.5999789	6.653701	2023-02-01
15.810073	25.5	120.25	1.5579247	6.1493807	2023-02-01
15.810073	25.5	120.5	1.6369479	6.132003	2023-02-01
15.810073	25.5	120.75	1.6980181	6.1148925	2023-02-01
15.810073	25.5	121.0	1.6568586	6.014129	2023-02-01
15.810073	25.5	121.25	1.6238647	5.914599	2023-02-01
15.810073	25.5	121.5	1.4628496	5.2936225	2023-02-01
15.810073	25.5	121.75	1.1231887	4.2455764	2023-02-01
15.810073	25.5	122.0	0.9094972	3.3585742	2023-02-01
15.810073	25.5	122.25	0.7710997	2.7247117	2023-02-01
15.810073	25.5	122.5	0.6483836	2.2678494	2023-02-01
15.810073	25.5	122.75	0.5810895	2.0583296	2023-02-01
15.810073	25.5	123.0	0.553411	1.9873276	2023-02-01
18.49556	21.75	119.25	0.42297205	1.8970859	2023-02-01
18.49556	21.75	119.5	0.40622067	1.8203431	2023-02-01
18.49556	21.75	119.75	0.3746333	1.7463074	2023-02-01
18.49556	21.75	120.0	0.3488514	1.6715112	2023-02-01
18.49556	21.75	120.25	0.36052877	1.7115837	2023-02-01
18.49556	21.75	120.5	0.39889336	1.8407074	2023-02-01
18.49556	21.75	120.75	0.3976356	1.7734246	2023-02-01
18.49556	21.75	121.0	0.3480438	1.6708168	2023-02-01
18.49556	21.75	121.25	0.29744467	1.5570208	2023-02-01
18.49556	21.75	121.5	0.2780202	1.4773393	2023-02-01
18.49556	21.75	121.75	0.29447258	1.5013893	2023-02-01
18.49556	21.75	122.0	0.30339646	1.4897369	2023-02-01
18.49556	21.75	122.25	0.29915172	1.4484665	2023-02-01
18.49556	21.75	122.5	0.2791395	1.3867972	2023-02-01
18.49556	21.75	122.75	0.26207888	1.3477807	2023-02-01
18.49556	21.75	123.0	0.24441661	1.3001394	2023-02-01
18.49556	22.0	119.25	0.4154117	1.8345484	2023-02-01
18.49556	22.0	119.5	0.39504808	1.7603086	2023-02-01
18.49556	22.0	119.75	0.363015	1.6980528	2023-02-01
18.49556	22.0	120.0	0.38809118	1.7946942	2023-02-01
18.49556	22.0	120.25	0.42728502	1.9884392	2023-02-01
18.49556	22.0	120.5	0.44340605	2.1394587	2023-02-01
18.49556	22.0	121.0	0.4095719	1.8908424	2023-02-01
18.49556	22.0	121.25	0.337362	1.6360857	2023-02-01
18.49556	22.0	121.5	0.3059428	1.5397959	2023-02-01
18.49556	22.0	121.75	0.34872618	1.6636186	2023-02-01
18.49556	22.0	122.0	0.3622403	1.6752397	2023-02-01
18.49556	22.0	122.25	0.36308676	1.6326491	2023-02-01
18.49556	22.0	122.5	0.33651003	1.5456018	2023-02-01
18.49556	22.0	122.75	0.29951993	1.4387228	2023-02-01
18.49556	22.0	123.0	0.2706293	1.3605272	2023-02-01
18.49556	22.25	119.25	0.47265524	1.9842808	2023-02-01
18.49556	22.25	119.5	0.45458537	1.932776	2023-02-01
18.49556	22.25	119.75	0.4459384	1.938248	2023-02-01
18.49556	22.25	120.0	0.4750209	2.0899367	2023-02-01
18.49556	22.25	120.25	0.48674494	2.3376355	2023-02-01
18.49556	22.25	120.5	0.43308672	2.3529346	2023-02-01
18.49556	22.25	121.0	0.48063368	2.1255102	2023-02-01
18.49556	22.25	121.25	0.40844965	1.8190526	2023-02-01
18.49556	22.25	121.5	0.37745965	1.7212598	2023-02-01
18.49556	22.25	121.75	0.3812983	1.735552	2023-02-01
18.49556	22.25	122.0	0.3918031	1.7563198	2023-02-01
18.49556	22.25	122.25	0.39715984	1.7443714	2023-02-01
18.49556	22.25	122.5	0.38373566	1.6918025	2023-02-01
18.49556	22.25	122.75	0.3428617	1.5484223	2023-02-01
18.49556	22.25	123.0	0.30293444	1.4235125	2023-02-01
18.49556	22.5	119.25	0.65616256	2.4886136	2023-02-01
18.49556	22.5	119.5	0.5682119	2.2429805	2023-02-01
18.49556	22.5	119.75	0.55370075	2.3573256	2023-02-01
18.49556	22.5	120.0	0.5479145	2.4723277	2023-02-01
18.49556	22.5	120.25	0.52166706	2.7705007	2023-02-01
18.49556	22.5	120.5	0.4604112	2.8326993	2023-02-01
18.49556	22.5	121.0	0.5526943	2.3272142	2023-02-01
18.49556	22.5	121.25	0.50280327	2.0915992	2023-02-01
18.49556	22.5	121.5	0.47118148	2.018381	2023-02-01
18.49556	22.5	121.75	0.48328763	2.0050871	2023-02-01
18.49556	22.5	122.0	0.47932696	1.9823858	2023-02-01
18.49556	22.5	122.25	0.4552738	1.8991878	2023-02-01
18.49556	22.5	122.5	0.42446178	1.7958134	2023-02-01
18.49556	22.5	122.75	0.38847333	1.6682664	2023-02-01
18.49556	22.5	123.0	0.34514526	1.5187633	2023-02-01
18.49556	22.75	119.25	0.98600346	3.5645003	2023-02-01
18.49556	22.75	119.5	0.7038002	2.6042385	2023-02-01
18.49556	22.75	119.75	0.62489974	2.6028414	2023-02-01
18.49556	22.75	120.0	0.6223054	2.822287	2023-02-01
18.49556	22.75	121.25	0.57982326	2.3629327	2023-02-01
18.49556	22.75	121.5	0.59224993	2.3387685	2023-02-01
18.49556	22.75	121.75	0.5834429	2.2312512	2023-02-01
18.49556	22.75	122.0	0.5490254	2.1516452	2023-02-01
18.49556	22.75	122.25	0.50647545	2.0107708	2023-02-01
18.49556	22.75	122.5	0.45781863	1.8506265	2023-02-01
18.49556	22.75	122.75	0.4275013	1.7426051	2023-02-01
18.49556	22.75	123.0	0.39190605	1.6283579	2023-02-01
18.49556	23.0	119.25	1.2647977	4.791873	2023-02-01
18.49556	23.0	119.5	1.1269547	4.077717	2023-02-01
18.49556	23.0	119.75	0.84280044	3.4140954	2023-02-01
18.49556	23.0	120.0	0.7813385	3.6459363	2023-02-01
18.49556	23.0	121.5	0.6170071	2.3486032	2023-02-01
18.49556	23.0	121.75	0.57731533	2.1719747	2023-02-01
18.49556	23.0	122.0	0.5297326	2.074034	2023-02-01
18.49556	23.0	122.25	0.49969453	1.965842	2023-02-01
18.49556	23.0	122.5	0.4725563	1.8588108	2023-02-01
18.49556	23.0	122.75	0.45656422	1.7887385	2023-02-01
18.49556	23.0	123.0	0.43395486	1.736752	2023-02-01
18.49556	23.25	119.25	1.3465672	5.398589	2023-02-01
18.49556	23.25	119.5	1.0600363	5.052031	2023-02-01
18.49556	23.25	119.75	1.0470552	4.1702566	2023-02-01
18.49556	23.25	120.0	1.0777721	5.876832	2023-02-01
18.49556	23.25	121.5	0.58579683	2.2494264	2023-02-01
18.49556	23.25	121.75	0.5361096	2.0573537	2023-02-01
18.49556	23.25	122.0	0.50266933	1.976886	2023-02-01
18.49556	23.25	122.25	0.49111378	1.9293547	2023-02-01
18.49556	23.25	122.5	0.4846751	1.8828478	2023-02-01
18.49556	23.25	122.75	0.48751128	1.8791178	2023-02-01
18.49556	23.25	123.0	0.45514297	1.8049445	2023-02-01
18.49556	23.5	119.25	1.3564923	5.2017255	2023-02-01
18.49556	23.5	119.5	1.2779304	5.932	2023-02-01
18.49556	23.5	119.75	1.1864439	4.612795	2023-02-01
18.49556	23.5	121.75	0.5306902	2.0342197	2023-02-01
18.49556	23.5	122.0	0.51134986	1.9799647	2023-02-01
18.49556	23.5	122.25	0.50559014	1.950573	2023-02-01
18.49556	23.5	122.5	0.49906975	1.9148732	2023-02-01
18.49556	23.5	122.75	0.48422757	1.9171679	2023-02-01
18.49556	23.5	123.0	0.44592273	1.7748001	2023-02-01
18.49556	23.75	119.25	1.4938442	5.3832307	2023-02-01
18.49556	23.75	119.5	1.7409432	6.3852286	2023-02-01
18.49556	23.75	119.75	1.5535231	5.4214153	2023-02-01
18.49556	23.75	120.0	1.6372194	7.0142884	2023-02-01
18.49556	23.75	121.75	0.5575561	2.117765	2023-02-01
18.49556	23.75	122.0	0.5271851	2.0129566	2023-02-01
18.49556	23.75	122.25	0.515846	1.9614679	2023-02-01
18.49556	23.75	122.5	0.5078523	1.9654145	2023-02-01
18.49556	23.75	122.75	0.45818967	1.8398404	2023-02-01
18.49556	23.75	123.0	0.42317367	1.7112463	2023-02-01
18.49556	24.0	119.25	1.5157702	5.430124	2023-02-01
18.49556	24.0	119.5	2.007176	6.8389416	2023-02-01
18.49556	24.0	119.75	1.9970052	6.881823	2023-02-01
18.49556	24.0	120.0	2.0214128	7.5505276	2023-02-01
18.49556	24.0	120.25	1.7107314	7.579543	2023-02-01
18.49556	24.0	121.75	0.59289896	2.3328912	2023-02-01
18.49556	24.0	122.0	0.54959244	2.0655193	2023-02-01
18.49556	24.0	122.25	0.5203232	1.9580276	2023-02-01
18.49556	24.0	122.5	0.48962086	1.9288777	2023-02-01
18.49556	24.0	122.75	0.43129715	1.748176	2023-02-01
18.49556	24.0	123.0	0.40177566	1.6766754	2023-02-01
18.49556	24.25	119.25	1.5041544	5.481172	2023-02-01
18.49556	24.25	119.5	1.900978	6.8523746	2023-02-01
18.49556	24.25	119.75	1.9714799	7.3298874	2023-02-01
18.49556	24.25	120.0	2.018668	7.4911304	2023-02-01
18.49556	24.25	120.25	1.8604333	7.2316904	2023-02-01
18.49556	24.25	121.75	0.60379475	2.280875	2023-02-01
18.49556	24.25	122.0	0.5862082	2.171132	2023-02-01
18.49556	24.25	122.25	0.5385352	1.9895129	2023-02-01
18.49556	24.25	122.5	0.47837454	1.886652	2023-02-01
18.49556	24.25	122.75	0.41331866	1.6940017	2023-02-01
18.49556	24.25	123.0	0.3959745	1.6619254	2023-02-01
18.49556	24.5	119.25	1.6073053	5.864172	2023-02-01
18.49556	24.5	119.5	1.7046193	6.097491	2023-02-01
18.49556	24.5	119.75	1.8117447	6.488428	2023-02-01
18.49556	24.5	120.0	1.8473586	6.6032505	2023-02-01
18.49556	24.5	120.25	1.8393558	6.636921	2023-02-01
18.49556	24.5	120.5	1.7263277	6.783902	2023-02-01
18.49556	24.5	122.0	0.6036863	2.2285995	2023-02-01
18.49556	24.5	122.25	0.57802564	2.1019616	2023-02-01
18.49556	24.5	122.5	0.49545288	1.9127889	2023-02-01
18.49556	24.5	122.75	0.4163435	1.689973	2023-02-01
18.49556	24.5	123.0	0.3882358	1.6345457	2023-02-01
18.49556	24.75	119.25	1.8702223	7.251347	2023-02-01
18.49556	24.75	119.5	1.8020684	6.5420227	2023-02-01
18.49556	24.75	119.75	1.8883325	6.733088	2023-02-01
